sample_index,scenario_id,source_path,focus_agent_id,candidate_agent_id,candidate_index,event_step,query_step,lead_steps,relation,response,eligible,delta_arrival_time_s,pet_s,spatial_min_dist_m,num_positives,num_hard_negatives,num_negatives,trainable_anchor
10874,94d4e131d1403bd9,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/94d4e131d1403bd9_focus_1022_src7.npz,1022,809,9,67,37,30,other_leads_focus,ambiguous,0,2.299999952316284,2.299999952316284,0.5786601305007935,0,0,0,0
10875,94e2d8ff9c3af2c5,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/94e2d8ff9c3af2c5_focus_3776_src0.npz,3776,5806,1,42,32,10,crossing_or_oncoming_conflict,ambiguous,0,2.799999952316284,2.799999952316284,0.22390371561050415,0,0,0,0
10876,94e2d8ff9c3af2c5,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/94e2d8ff9c3af2c5_focus_3776_src0.npz,3776,5806,1,42,22,20,crossing_or_oncoming_conflict,ambiguous,0,2.799999952316284,2.799999952316284,0.22390371561050415,0,0,0,0
10877,94e46bc60b459e4f,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/94e46bc60b459e4f_focus_1587_src5.npz,1587,1555,1,60,50,10,other_follows_focus,decelerates,1,-2.5999999046325684,2.5999999046325684,0.08795635402202606,1,4,4,1
10878,94e46bc60b459e4f,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/94e46bc60b459e4f_focus_1587_src5.npz,1587,1555,1,60,40,20,other_follows_focus,decelerates,1,-2.5999999046325684,2.5999999046325684,0.08795635402202606,0,4,4,0
10879,94e46bc60b459e4f,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/94e46bc60b459e4f_focus_1587_src5.npz,1587,1555,1,60,30,30,other_follows_focus,decelerates,1,-2.5999999046325684,2.5999999046325684,0.08795635402202606,2,4,4,1
10880,94fa04a918feea19,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/94fa04a918feea19_focus_2289_src3.npz,2289,2281,1,53,43,10,other_leads_focus,maintains,1,0.699999988079071,0.699999988079071,0.04905788600444794,2,4,4,1
10881,94fa04a918feea19,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/94fa04a918feea19_focus_2289_src3.npz,2289,2281,1,53,33,20,other_leads_focus,ambiguous,0,0.699999988079071,0.699999988079071,0.04905788600444794,0,0,0,0
10882,94fa04a918feea19,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/94fa04a918feea19_focus_2289_src3.npz,2289,2281,1,53,23,30,other_leads_focus,maintains,1,0.699999988079071,0.699999988079071,0.04905788600444794,2,4,4,1
10883,94fa04a918feea19,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/94fa04a918feea19_focus_2289_src3.npz,2289,2274,3,35,25,10,converging_conflict,ambiguous,0,2.200000047683716,2.200000047683716,0.037377774715423584,0,0,0,0
10884,951fda1d3d5e4d53,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/951fda1d3d5e4d53_focus_7004_src6.npz,7004,2972,1,38,28,10,crossing_or_oncoming_conflict,ambiguous,0,3.0,3.0,0.21586617827415466,0,0,0,0
10885,951fda1d3d5e4d53,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/951fda1d3d5e4d53_focus_7004_src6.npz,7004,2961,24,89,79,10,other_leads_focus,ambiguous,0,0.0,8.0,19.262168884277344,0,0,0,0
10886,951fda1d3d5e4d53,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/951fda1d3d5e4d53_focus_7004_src6.npz,7004,2961,24,89,69,20,other_leads_focus,maintains,1,0.0,8.0,19.262168884277344,0,0,4,0
10887,951fda1d3d5e4d53,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/951fda1d3d5e4d53_focus_7004_src6.npz,7004,2961,24,89,59,30,other_leads_focus,maintains,1,0.0,8.0,19.262168884277344,2,4,4,1
10888,95303a6892635e6,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95303a6892635e6_focus_19_src0.npz,19,24,11,81,71,10,other_leads_focus,maintains,1,0.0,5.900000095367432,15.29312801361084,2,4,4,1
10889,95303a6892635e6,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95303a6892635e6_focus_19_src0.npz,19,24,11,81,61,20,other_leads_focus,maintains,1,0.0,5.900000095367432,15.29312801361084,2,4,4,1
10890,95303a6892635e6,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95303a6892635e6_focus_19_src0.npz,19,24,11,81,51,30,other_leads_focus,maintains,1,0.0,5.900000095367432,15.29312801361084,2,4,4,1
10891,954ab72c3354332,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/954ab72c3354332_focus_8_src2.npz,8,1,1,73,63,10,other_follows_focus,maintains,1,-1.600000023841858,1.600000023841858,0.40238088369369507,2,4,4,1
10892,954ab72c3354332,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/954ab72c3354332_focus_8_src2.npz,8,1,1,73,53,20,other_follows_focus,maintains,1,-1.600000023841858,1.600000023841858,0.40238088369369507,2,4,4,1
10893,954ab72c3354332,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/954ab72c3354332_focus_8_src2.npz,8,1,1,73,43,30,other_follows_focus,maintains,1,-1.600000023841858,1.600000023841858,0.40238088369369507,2,4,4,1
10894,954ab72c3354332,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/954ab72c3354332_focus_8_src2.npz,8,23,2,52,42,10,converging_conflict,ambiguous,0,2.9000000953674316,2.9000000953674316,2.94429349899292,0,0,0,0
10895,954ab72c3354332,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/954ab72c3354332_focus_8_src2.npz,8,23,2,52,32,20,converging_conflict,ambiguous,0,2.9000000953674316,2.9000000953674316,2.94429349899292,0,0,0,0
10896,954ab72c3354332,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/954ab72c3354332_focus_8_src2.npz,8,23,2,52,22,30,converging_conflict,ambiguous,0,2.9000000953674316,2.9000000953674316,2.94429349899292,0,0,0,0
10897,957ce0169254abab,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/957ce0169254abab_focus_821_src0.npz,821,827,1,70,60,10,other_leads_focus,ambiguous,0,1.0,1.0,0.39300715923309326,0,0,0,0
10898,957ce0169254abab,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/957ce0169254abab_focus_821_src0.npz,821,827,1,70,50,20,other_leads_focus,maintains,1,1.0,1.0,0.39300715923309326,2,4,4,1
10899,957ce0169254abab,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/957ce0169254abab_focus_821_src0.npz,821,827,1,70,40,30,other_leads_focus,maintains,1,1.0,1.0,0.39300715923309326,2,4,4,1
10900,957ce0169254abab,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/957ce0169254abab_focus_821_src0.npz,821,3306,8,68,58,10,other_leads_focus,ambiguous,0,0.8999999761581421,0.8999999761581421,3.4835524559020996,0,0,0,0
10901,957ce0169254abab,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/957ce0169254abab_focus_821_src0.npz,821,3306,8,68,48,20,other_leads_focus,maintains,1,0.8999999761581421,0.8999999761581421,3.4835524559020996,2,4,4,1
10902,957ce0169254abab,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/957ce0169254abab_focus_821_src0.npz,821,3306,8,68,38,30,other_leads_focus,maintains,1,0.8999999761581421,0.8999999761581421,3.4835524559020996,2,4,4,1
10903,958adb43a5e8447f,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/958adb43a5e8447f_focus_1738_src1.npz,1738,1825,1,80,70,10,other_follows_focus,decelerates,1,0.0,4.900000095367432,0.14348579943180084,2,4,4,1
10904,958adb43a5e8447f,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/958adb43a5e8447f_focus_1738_src1.npz,1738,1825,1,80,60,20,other_follows_focus,decelerates,1,0.0,4.900000095367432,0.14348579943180084,2,4,4,1
10905,958adb43a5e8447f,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/958adb43a5e8447f_focus_1738_src1.npz,1738,1825,1,80,50,30,other_follows_focus,decelerates,1,0.0,4.900000095367432,0.14348579943180084,2,4,4,1
10906,958adb43a5e8447f,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/958adb43a5e8447f_focus_1738_src1.npz,1738,1736,3,42,32,10,other_leads_focus,decelerates,1,0.0,5.199999809265137,0.24941392242908478,2,1,4,1
10907,958adb43a5e8447f,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/958adb43a5e8447f_focus_1738_src1.npz,1738,1736,3,42,22,20,other_leads_focus,decelerates,1,0.0,5.199999809265137,0.24941392242908478,2,4,4,1
10908,958adb43a5e8447f,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/958adb43a5e8447f_focus_1738_src1.npz,1738,1813,19,35,25,10,other_leads_focus,decelerates,1,0.0,4.0,3.179954767227173,2,4,4,1
10909,958cacfd02649d4d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/958cacfd02649d4d_focus_1172_src2.npz,1172,1150,3,48,38,10,other_leads_focus,decelerates,1,0.0,4.800000190734863,0.14787642657756805,2,4,4,1
10910,958cacfd02649d4d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/958cacfd02649d4d_focus_1172_src2.npz,1172,1150,3,48,28,20,other_leads_focus,decelerates,1,0.0,4.800000190734863,0.14787642657756805,2,4,4,1
10911,958cacfd02649d4d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/958cacfd02649d4d_focus_1172_src2.npz,1172,1143,19,39,29,10,other_leads_focus,decelerates,1,0.0,7.099999904632568,3.508993625640869,2,4,4,1
10912,958cacfd02649d4d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/958cacfd02649d4d_focus_1172_src2.npz,1172,1143,19,39,19,20,other_leads_focus,decelerates,1,0.0,7.099999904632568,3.508993625640869,2,4,4,1
10913,95be1f3b218709e5,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95be1f3b218709e5_focus_601_src1.npz,601,627,12,46,36,10,other_follows_focus,decelerates,1,0.0,4.300000190734863,2.8243935108184814,0,1,4,0
10914,95ce2245172677fa,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95ce2245172677fa_focus_1128_src1.npz,1128,4131,1,63,53,10,converging_conflict,goes_first,1,-2.700000047683716,2.700000047683716,0.17516542971134186,2,0,4,0
10915,95ce2245172677fa,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95ce2245172677fa_focus_1128_src1.npz,1128,4131,1,63,43,20,converging_conflict,goes_first,1,-2.700000047683716,2.700000047683716,0.17516542971134186,2,0,4,0
10916,95ce2245172677fa,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95ce2245172677fa_focus_1128_src1.npz,1128,4131,1,63,33,30,converging_conflict,goes_first,1,-2.700000047683716,2.700000047683716,0.17516542971134186,2,0,4,0
10917,95e544e8f3b81963,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95e544e8f3b81963_focus_104_src5.npz,104,20,1,71,61,10,other_leads_focus,maintains,1,1.899999976158142,1.899999976158142,0.1478089988231659,2,0,4,0
10918,95e544e8f3b81963,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95e544e8f3b81963_focus_104_src5.npz,104,20,1,71,51,20,other_leads_focus,maintains,1,1.899999976158142,1.899999976158142,0.1478089988231659,2,2,4,1
10919,95e544e8f3b81963,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95e544e8f3b81963_focus_104_src5.npz,104,20,1,71,41,30,other_leads_focus,maintains,1,1.899999976158142,1.899999976158142,0.1478089988231659,2,1,4,1
10920,95e544e8f3b81963,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95e544e8f3b81963_focus_104_src5.npz,104,6,6,55,45,10,other_follows_focus,maintains,1,0.0,0.699999988079071,6.026723384857178,2,4,4,1
10921,95e544e8f3b81963,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95e544e8f3b81963_focus_104_src5.npz,104,6,6,55,35,20,other_follows_focus,maintains,1,0.0,0.699999988079071,6.026723384857178,2,2,4,1
10922,95e544e8f3b81963,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95e544e8f3b81963_focus_104_src5.npz,104,6,6,55,25,30,other_follows_focus,maintains,1,0.0,0.699999988079071,6.026723384857178,2,2,4,1
10923,95ef94dee69d6a8,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95ef94dee69d6a8_focus_2159_src3.npz,2159,2153,1,81,71,10,converging_conflict,goes_first,1,-0.8999999761581421,0.8999999761581421,0.5391243100166321,2,4,4,1
10924,95ef94dee69d6a8,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95ef94dee69d6a8_focus_2159_src3.npz,2159,2153,1,81,61,20,converging_conflict,goes_first,1,-0.8999999761581421,0.8999999761581421,0.5391243100166321,2,4,4,1
10925,95ef94dee69d6a8,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95ef94dee69d6a8_focus_2159_src3.npz,2159,2153,1,81,51,30,converging_conflict,goes_first,1,-0.8999999761581421,0.8999999761581421,0.5391243100166321,2,4,4,1
10926,95ef94dee69d6a8,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95ef94dee69d6a8_focus_2159_src3.npz,2159,2152,3,64,54,10,converging_conflict,goes_first,1,-2.5999999046325684,2.5999999046325684,1.1346173286437988,2,0,4,0
10927,95ef94dee69d6a8,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95ef94dee69d6a8_focus_2159_src3.npz,2159,2152,3,64,44,20,converging_conflict,goes_first,1,-2.5999999046325684,2.5999999046325684,1.1346173286437988,2,0,4,0
10928,95ef94dee69d6a8,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95ef94dee69d6a8_focus_2159_src3.npz,2159,2152,3,64,34,30,converging_conflict,goes_first,1,-2.5999999046325684,2.5999999046325684,1.1346173286437988,2,0,4,0
10929,95ef94dee69d6a8,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95ef94dee69d6a8_focus_2159_src3.npz,2159,2310,4,87,77,10,other_follows_focus,maintains,1,-0.30000001192092896,0.30000001192092896,3.9130470752716064,2,4,4,1
10930,95ef94dee69d6a8,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95ef94dee69d6a8_focus_2159_src3.npz,2159,2310,4,87,67,20,other_follows_focus,maintains,1,-0.30000001192092896,0.30000001192092896,3.9130470752716064,2,4,4,1
10931,95ef94dee69d6a8,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/95ef94dee69d6a8_focus_2159_src3.npz,2159,2310,4,87,57,30,other_follows_focus,maintains,1,-0.30000001192092896,0.30000001192092896,3.9130470752716064,2,4,4,1
10932,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,290,1,71,61,10,other_leads_focus,decelerates,1,1.600000023841858,1.600000023841858,0.43412861227989197,2,4,4,1
10933,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,290,1,71,51,20,other_leads_focus,decelerates,1,1.600000023841858,1.600000023841858,0.43412861227989197,2,4,4,1
10934,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,290,1,71,41,30,other_leads_focus,decelerates,1,1.600000023841858,1.600000023841858,0.43412861227989197,2,4,4,1
10935,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,286,2,38,28,10,other_leads_focus,ambiguous,0,1.399999976158142,1.399999976158142,3.601081371307373,0,0,0,0
10936,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,284,6,75,65,10,other_follows_focus,ambiguous,0,-1.5,1.5,3.03891921043396,0,0,0,0
10937,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,284,6,75,55,20,other_follows_focus,ambiguous,0,-1.5,1.5,3.03891921043396,0,0,0,0
10938,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,284,6,75,45,30,other_follows_focus,ambiguous,0,-1.5,1.5,3.03891921043396,0,0,0,0
10939,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,301,7,39,29,10,converging_conflict,ambiguous,0,2.9000000953674316,2.9000000953674316,0.016231462359428406,0,0,0,0
10940,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,301,7,39,19,20,converging_conflict,ambiguous,0,2.9000000953674316,2.9000000953674316,0.016231462359428406,0,0,0,0
10941,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,3032,9,42,32,10,other_follows_focus,ambiguous,0,-2.700000047683716,2.700000047683716,0.04478855058550835,0,0,0,0
10942,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,3032,9,42,22,20,other_follows_focus,ambiguous,0,-2.700000047683716,2.700000047683716,0.04478855058550835,0,0,0,0
10943,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,288,18,63,53,10,converging_conflict,goes_first,1,-2.5999999046325684,2.5999999046325684,3.387115240097046,2,0,4,0
10944,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,288,18,63,43,20,converging_conflict,goes_first,1,-2.5999999046325684,2.5999999046325684,3.387115240097046,2,0,4,0
10945,960a382e5d065840,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960a382e5d065840_focus_283_src0.npz,283,288,18,63,33,30,converging_conflict,goes_first,1,-2.5999999046325684,2.5999999046325684,3.387115240097046,2,1,4,1
10946,960de356043ac25e,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960de356043ac25e_focus_447_src3.npz,447,1686,1,78,68,10,other_leads_focus,maintains,1,0.0,3.5,0.15214121341705322,2,4,4,1
10947,960de356043ac25e,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960de356043ac25e_focus_447_src3.npz,447,1686,1,78,58,20,other_leads_focus,ambiguous,0,0.0,3.5,0.15214121341705322,0,0,0,0
10948,960de356043ac25e,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960de356043ac25e_focus_447_src3.npz,447,1686,1,78,48,30,other_leads_focus,maintains,1,0.0,3.5,0.15214121341705322,2,3,4,1
10949,960de356043ac25e,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960de356043ac25e_focus_447_src3.npz,447,409,8,55,45,10,other_follows_focus,maintains,1,0.0,0.0,10.73292064666748,2,0,4,0
10950,960de356043ac25e,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960de356043ac25e_focus_447_src3.npz,447,409,8,55,35,20,other_follows_focus,maintains,1,0.0,0.0,10.73292064666748,2,0,4,0
10951,960de356043ac25e,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/960de356043ac25e_focus_447_src3.npz,447,409,8,55,25,30,other_follows_focus,maintains,1,0.0,0.0,10.73292064666748,2,0,4,0
10952,9613705e853b9a00,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/9613705e853b9a00_focus_1_src0.npz,1,30,1,41,31,10,crossing_or_oncoming_conflict,ambiguous,0,2.0999999046325684,2.0999999046325684,0.20832310616970062,0,0,0,0
10953,9613705e853b9a00,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/9613705e853b9a00_focus_1_src0.npz,1,30,1,41,21,20,crossing_or_oncoming_conflict,ambiguous,0,2.0999999046325684,2.0999999046325684,0.20832310616970062,0,0,0,0
10954,9613705e853b9a00,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/9613705e853b9a00_focus_30_src4.npz,30,1,1,41,31,10,crossing_or_oncoming_conflict,goes_first,1,-2.0999999046325684,2.0999999046325684,0.20832227170467377,2,4,4,1
10955,9613705e853b9a00,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/9613705e853b9a00_focus_30_src4.npz,30,1,1,41,21,20,crossing_or_oncoming_conflict,goes_first,1,-2.0999999046325684,2.0999999046325684,0.20832227170467377,2,4,4,1
10956,962b35d8ff6f3dcf,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/962b35d8ff6f3dcf_focus_275_src1.npz,275,3270,1,45,35,10,other_leads_focus,maintains,1,0.0,3.5,0.17475704848766327,2,2,4,1
10957,962b35d8ff6f3dcf,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/962b35d8ff6f3dcf_focus_275_src1.npz,275,3270,1,45,25,20,other_leads_focus,maintains,1,0.0,3.5,0.17475704848766327,2,1,4,1
10958,962b35d8ff6f3dcf,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/962b35d8ff6f3dcf_focus_275_src1.npz,275,273,2,64,54,10,other_follows_focus,maintains,1,-2.5999999046325684,2.5999999046325684,0.11788799613714218,2,0,4,0
10959,962b35d8ff6f3dcf,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/962b35d8ff6f3dcf_focus_275_src1.npz,275,273,2,64,44,20,other_follows_focus,maintains,1,-2.5999999046325684,2.5999999046325684,0.11788799613714218,2,1,4,1
10960,962b35d8ff6f3dcf,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/962b35d8ff6f3dcf_focus_275_src1.npz,275,273,2,64,34,30,other_follows_focus,maintains,1,-2.5999999046325684,2.5999999046325684,0.11788799613714218,2,0,4,0
10961,963d559543694f74,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/963d559543694f74_focus_1627_src2.npz,1627,864,1,57,47,10,crossing_or_oncoming_conflict,ambiguous,0,2.5999999046325684,2.5999999046325684,0.13530409336090088,0,0,0,0
10962,963d559543694f74,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/963d559543694f74_focus_1627_src2.npz,1627,864,1,57,37,20,crossing_or_oncoming_conflict,ambiguous,0,2.5999999046325684,2.5999999046325684,0.13530409336090088,0,0,0,0
10963,963d559543694f74,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/963d559543694f74_focus_1627_src2.npz,1627,864,1,57,27,30,crossing_or_oncoming_conflict,ambiguous,0,2.5999999046325684,2.5999999046325684,0.13530409336090088,0,0,0,0
10964,963d559543694f74,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/963d559543694f74_focus_1627_src2.npz,1627,1638,4,79,69,10,other_follows_focus,ambiguous,0,-1.100000023841858,1.100000023841858,2.0390422344207764,0,0,0,0
10965,963d559543694f74,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/963d559543694f74_focus_1627_src2.npz,1627,1638,4,79,59,20,other_follows_focus,maintains,1,-1.100000023841858,1.100000023841858,2.0390422344207764,2,0,4,0
10966,963d559543694f74,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/963d559543694f74_focus_1627_src2.npz,1627,1638,4,79,49,30,other_follows_focus,maintains,1,-1.100000023841858,1.100000023841858,2.0390422344207764,2,0,4,0
10967,963d559543694f74,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/963d559543694f74_focus_1627_src2.npz,1627,1701,6,72,62,10,other_follows_focus,maintains,1,-1.7999999523162842,1.7999999523162842,1.4618762731552124,2,0,4,0
10968,963d559543694f74,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/963d559543694f74_focus_1627_src2.npz,1627,1701,6,72,52,20,other_follows_focus,maintains,1,-1.7999999523162842,1.7999999523162842,1.4618762731552124,2,0,4,0
10969,963d559543694f74,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/963d559543694f74_focus_1627_src2.npz,1627,1631,7,68,58,10,other_follows_focus,maintains,1,-2.200000047683716,2.200000047683716,1.9201686382293701,2,0,4,0
